timestamp,gpu_idx,util_pct,mem_used_mib
2026/05/20 21:26:27.967, 0, 0, 2
2026/05/20 21:26:27.978, 1, 0, 2
2026/05/20 21:26:43.083, 0, 0, 2
2026/05/20 21:26:43.088, 1, 0, 2
2026/05/20 21:26:58.197, 0, 0, 2
2026/05/20 21:26:58.202, 1, 0, 2
2026/05/20 21:27:13.305, 0, 0, 2
2026/05/20 21:27:13.310, 1, 0, 2
2026/05/20 21:27:28.397, 0, 0, 980
2026/05/20 21:27:28.400, 1, 0, 4
2026/05/20 21:27:43.620, 0, 0, 3716
2026/05/20 21:27:43.624, 1, 0, 3732
2026/05/20 21:27:58.755, 0, 98, 3724
2026/05/20 21:27:58.762, 1, 98, 3732
2026/05/20 21:28:13.868, 0, 98, 3724
2026/05/20 21:28:13.874, 1, 0, 3732
2026/05/20 21:28:28.970, 0, 97, 3724
2026/05/20 21:28:28.977, 1, 5, 3732
2026/05/20 21:28:44.063, 0, 98, 3724
2026/05/20 21:28:44.068, 1, 97, 3732
2026/05/20 21:28:59.145, 0, 98, 3724
2026/05/20 21:28:59.148, 1, 98, 3732
2026/05/20 21:29:14.260, 0, 97, 3724
2026/05/20 21:29:14.267, 1, 97, 3732
2026/05/20 21:29:29.358, 0, 98, 3724
2026/05/20 21:29:29.364, 1, 49, 3732
2026/05/20 21:29:44.451, 0, 98, 3738
2026/05/20 21:29:44.459, 1, 98, 3732
2026/05/20 21:29:59.571, 0, 98, 3738
2026/05/20 21:29:59.578, 1, 98, 3732
2026/05/20 21:30:14.680, 0, 98, 3738
2026/05/20 21:30:14.687, 1, 98, 3732
2026/05/20 21:30:29.789, 0, 98, 3738
2026/05/20 21:30:29.792, 1, 74, 3732
2026/05/20 21:30:44.891, 0, 18, 3738
2026/05/20 21:30:44.898, 1, 0, 3732
2026/05/20 21:31:00.010, 0, 98, 3738
2026/05/20 21:31:00.018, 1, 98, 3732
2026/05/20 21:31:15.125, 0, 97, 3738
2026/05/20 21:31:15.128, 1, 96, 3732
2026/05/20 21:31:30.191, 0, 24, 3738
2026/05/20 21:31:30.198, 1, 0, 3732
2026/05/20 21:31:45.300, 0, 98, 3738
2026/05/20 21:31:45.306, 1, 0, 3732
2026/05/20 21:32:00.418, 0, 98, 3738
2026/05/20 21:32:00.425, 1, 74, 3732
2026/05/20 21:32:15.514, 0, 13, 3738
2026/05/20 21:32:15.520, 1, 0, 3732
2026/05/20 21:32:30.624, 0, 97, 3738
2026/05/20 21:32:30.630, 1, 97, 3732
2026/05/20 21:32:45.714, 0, 97, 3738
2026/05/20 21:32:45.721, 1, 97, 3732
2026/05/20 21:33:00.804, 0, 98, 3738
2026/05/20 21:33:00.808, 1, 19, 3732
2026/05/20 21:33:15.875, 0, 66, 3738
2026/05/20 21:33:15.881, 1, 0, 3732
2026/05/20 21:33:30.959, 0, 97, 3738
2026/05/20 21:33:30.963, 1, 98, 3732
2026/05/20 21:33:46.045, 0, 98, 3738
2026/05/20 21:33:46.048, 1, 98, 3732
2026/05/20 21:34:01.113, 0, 98, 3738
2026/05/20 21:34:01.120, 1, 0, 3732
2026/05/20 21:34:16.211, 0, 3, 3738
2026/05/20 21:34:16.218, 1, 0, 3732
2026/05/20 21:34:31.321, 0, 98, 3738
2026/05/20 21:34:31.328, 1, 0, 3732
2026/05/20 21:34:46.392, 0, 2, 3738
2026/05/20 21:34:46.399, 1, 0, 3732
2026/05/20 21:35:01.513, 0, 95, 3738
2026/05/20 21:35:01.520, 1, 97, 3732
2026/05/20 21:35:16.610, 0, 3, 3738
2026/05/20 21:35:16.616, 1, 0, 3732
2026/05/20 21:35:31.723, 0, 3, 3738
2026/05/20 21:35:31.730, 1, 0, 3732
2026/05/20 21:35:46.826, 0, 97, 3738
2026/05/20 21:35:46.832, 1, 97, 3732
2026/05/20 21:36:01.924, 0, 98, 3738
2026/05/20 21:36:01.930, 1, 96, 3732
2026/05/20 21:36:16.994, 0, 97, 3738
2026/05/20 21:36:16.998, 1, 98, 3732
2026/05/20 21:36:32.105, 0, 98, 3738
2026/05/20 21:36:32.111, 1, 0, 3732
2026/05/20 21:36:47.219, 0, 96, 3738
2026/05/20 21:36:47.227, 1, 0, 3732
2026/05/20 21:37:02.330, 0, 13, 3738
2026/05/20 21:37:02.337, 1, 98, 3732
2026/05/20 21:37:17.401, 0, 98, 3738
2026/05/20 21:37:17.407, 1, 98, 3732
2026/05/20 21:37:32.518, 0, 97, 3738
2026/05/20 21:37:32.522, 1, 55, 3732
2026/05/20 21:37:47.628, 0, 3, 3738
2026/05/20 21:37:47.635, 1, 0, 3732
2026/05/20 21:38:02.745, 0, 98, 3738
2026/05/20 21:38:02.752, 1, 98, 3732
2026/05/20 21:38:17.864, 0, 98, 3738
2026/05/20 21:38:17.869, 1, 98, 3732
2026/05/20 21:38:32.951, 0, 97, 3738
2026/05/20 21:38:32.956, 1, 98, 3732
2026/05/20 21:38:48.062, 0, 97, 3738
2026/05/20 21:38:48.068, 1, 0, 3732
2026/05/20 21:39:03.169, 0, 97, 3738
2026/05/20 21:39:03.172, 1, 98, 3732
2026/05/20 21:39:18.273, 0, 98, 3738
2026/05/20 21:39:18.280, 1, 97, 3732
2026/05/20 21:39:33.367, 0, 15, 3738
2026/05/20 21:39:33.373, 1, 98, 3732
2026/05/20 21:39:48.438, 0, 98, 3738
2026/05/20 21:39:48.442, 1, 0, 3732
2026/05/20 21:40:03.547, 0, 98, 3738
2026/05/20 21:40:03.554, 1, 0, 3732
2026/05/20 21:40:18.642, 0, 98, 3738
2026/05/20 21:40:18.648, 1, 98, 3732
2026/05/20 21:40:33.733, 0, 98, 3738
2026/05/20 21:40:33.740, 1, 97, 3732
2026/05/20 21:40:48.820, 0, 98, 3738
2026/05/20 21:40:48.826, 1, 98, 3732
2026/05/20 21:41:03.935, 0, 97, 3738
2026/05/20 21:41:03.941, 1, 98, 3732
2026/05/20 21:41:19.051, 0, 98, 3738
2026/05/20 21:41:19.058, 1, 0, 3732
2026/05/20 21:41:34.162, 0, 3, 3738
2026/05/20 21:41:34.169, 1, 0, 3732
2026/05/20 21:41:49.276, 0, 89, 3738
2026/05/20 21:41:49.282, 1, 97, 3732
2026/05/20 21:42:04.352, 0, 98, 3738
2026/05/20 21:42:04.357, 1, 0, 3732
2026/05/20 21:42:19.465, 0, 98, 3738
2026/05/20 21:42:19.472, 1, 0, 3732
2026/05/20 21:42:34.565, 0, 98, 3738
2026/05/20 21:42:34.569, 1, 0, 3732
2026/05/20 21:42:49.678, 0, 78, 3738
2026/05/20 21:42:49.684, 1, 0, 3732
2026/05/20 21:43:04.767, 0, 96, 3738
2026/05/20 21:43:04.774, 1, 98, 3732
2026/05/20 21:43:19.892, 0, 96, 3738
2026/05/20 21:43:19.897, 1, 0, 3732
2026/05/20 21:43:34.985, 0, 98, 3738
2026/05/20 21:43:34.992, 1, 98, 3732
2026/05/20 21:43:50.091, 0, 97, 3738
2026/05/20 21:43:50.098, 1, 97, 3732
2026/05/20 21:44:05.204, 0, 27, 3738
2026/05/20 21:44:05.210, 1, 0, 3732
2026/05/20 21:44:20.314, 0, 98, 3738
2026/05/20 21:44:20.319, 1, 0, 3732
2026/05/20 21:44:35.381, 0, 98, 3738
2026/05/20 21:44:35.387, 1, 97, 3732
2026/05/20 21:44:50.489, 0, 98, 3738
2026/05/20 21:44:50.495, 1, 98, 3732
2026/05/20 21:45:05.596, 0, 98, 3738
2026/05/20 21:45:05.600, 1, 0, 3732
2026/05/20 21:45:20.665, 0, 3, 3738
2026/05/20 21:45:20.672, 1, 0, 3732
2026/05/20 21:45:35.738, 0, 97, 3738
2026/05/20 21:45:35.746, 1, 98, 3732
2026/05/20 21:45:50.855, 0, 98, 3738
2026/05/20 21:45:50.859, 1, 97, 3732
2026/05/20 21:46:05.962, 0, 98, 3738
2026/05/20 21:46:05.969, 1, 0, 3732
2026/05/20 21:46:21.040, 0, 98, 3738
2026/05/20 21:46:21.046, 1, 96, 3732
2026/05/20 21:46:36.149, 0, 98, 3738
2026/05/20 21:46:36.153, 1, 97, 3732
2026/05/20 21:46:51.251, 0, 98, 3738
2026/05/20 21:46:51.258, 1, 0, 3732
2026/05/20 21:47:06.363, 0, 16, 3738
2026/05/20 21:47:06.369, 1, 98, 3732
2026/05/20 21:47:21.440, 0, 98, 3738
2026/05/20 21:47:21.447, 1, 0, 3732
2026/05/20 21:47:36.507, 0, 3, 3738
2026/05/20 21:47:36.513, 1, 0, 3732
2026/05/20 21:47:51.626, 0, 70, 3738
2026/05/20 21:47:51.632, 1, 0, 3732
2026/05/20 21:48:06.713, 0, 98, 3738
2026/05/20 21:48:06.717, 1, 0, 3732
2026/05/20 21:48:21.821, 0, 3, 3738
2026/05/20 21:48:21.828, 1, 0, 3732
2026/05/20 21:48:36.918, 0, 98, 3738
2026/05/20 21:48:36.925, 1, 98, 3732
2026/05/20 21:48:51.992, 0, 98, 3738
2026/05/20 21:48:51.998, 1, 98, 3732
2026/05/20 21:49:07.104, 0, 98, 3738
2026/05/20 21:49:07.110, 1, 0, 3732
