timestamp,gpu_idx,util_pct,mem_used_mib
2026/05/23 08:26:41.407, 0, 0, 1
2026/05/23 08:26:41.408, 1, 0, 1
2026/05/23 08:26:41.410, 2, 0, 1
2026/05/23 08:26:41.411, 3, 0, 1
2026/05/23 08:26:56.498, 0, 0, 866
2026/05/23 08:26:56.500, 1, 0, 4
2026/05/23 08:26:56.501, 2, 0, 4
2026/05/23 08:26:56.502, 3, 0, 4
2026/05/23 08:27:11.805, 0, 0, 10380
2026/05/23 08:27:11.807, 1, 0, 10088
2026/05/23 08:27:11.808, 2, 0, 10088
2026/05/23 08:27:11.809, 3, 0, 10088
2026/05/23 08:27:26.890, 0, 10, 10392
2026/05/23 08:27:26.893, 1, 0, 10088
2026/05/23 08:27:26.894, 2, 0, 10088
2026/05/23 08:27:26.895, 3, 0, 10088
2026/05/23 08:27:41.984, 0, 9, 10392
2026/05/23 08:27:41.987, 1, 0, 10088
2026/05/23 08:27:41.988, 2, 0, 10088
2026/05/23 08:27:41.990, 3, 0, 10088
2026/05/23 08:27:57.081, 0, 7, 10480
2026/05/23 08:27:57.083, 1, 0, 10088
2026/05/23 08:27:57.084, 2, 0, 10088
2026/05/23 08:27:57.086, 3, 0, 10088
2026/05/23 08:28:12.293, 0, 0, 10488
2026/05/23 08:28:12.297, 1, 0, 10088
2026/05/23 08:28:12.298, 2, 0, 10088
2026/05/23 08:28:12.300, 3, 0, 10088
2026/05/23 08:28:27.385, 0, 9, 10488
2026/05/23 08:28:27.387, 1, 0, 10088
2026/05/23 08:28:27.389, 2, 0, 10088
2026/05/23 08:28:27.390, 3, 0, 10088
2026/05/23 08:28:42.538, 0, 100, 10488
2026/05/23 08:28:42.540, 1, 0, 10088
2026/05/23 08:28:42.542, 2, 0, 10088
2026/05/23 08:28:42.543, 3, 0, 10088
2026/05/23 08:28:57.626, 0, 10, 10488
2026/05/23 08:28:57.628, 1, 0, 10088
2026/05/23 08:28:57.629, 2, 0, 10088
2026/05/23 08:28:57.631, 3, 0, 10088
2026/05/23 08:29:12.840, 0, 8, 10490
2026/05/23 08:29:12.843, 1, 0, 10088
2026/05/23 08:29:12.844, 2, 0, 10088
2026/05/23 08:29:12.846, 3, 0, 10088
2026/05/23 08:29:27.933, 0, 9, 10490
2026/05/23 08:29:27.935, 1, 0, 10088
2026/05/23 08:29:27.937, 2, 0, 10088
2026/05/23 08:29:27.938, 3, 0, 10088
2026/05/23 08:29:43.010, 0, 50, 10490
2026/05/23 08:29:43.011, 1, 0, 10088
2026/05/23 08:29:43.012, 2, 100, 10088
2026/05/23 08:29:43.013, 3, 0, 10088
2026/05/23 08:29:58.129, 0, 100, 10490
2026/05/23 08:29:58.131, 1, 100, 10088
2026/05/23 08:29:58.132, 2, 100, 10088
2026/05/23 08:29:58.134, 3, 0, 10088
2026/05/23 08:30:13.345, 0, 0, 10490
2026/05/23 08:30:13.347, 1, 0, 10088
2026/05/23 08:30:13.348, 2, 0, 10088
2026/05/23 08:30:13.349, 3, 0, 10088
2026/05/23 08:30:28.452, 0, 33, 10490
2026/05/23 08:30:28.456, 1, 0, 10088
2026/05/23 08:30:28.459, 2, 0, 10088
2026/05/23 08:30:28.463, 3, 0, 10088
2026/05/23 08:30:43.605, 0, 8, 10490
2026/05/23 08:30:43.607, 1, 0, 10088
2026/05/23 08:30:43.609, 2, 0, 10088
2026/05/23 08:30:43.610, 3, 0, 10088
2026/05/23 08:30:58.695, 0, 8, 10490
2026/05/23 08:30:58.697, 1, 55, 10088
2026/05/23 08:30:58.699, 2, 0, 10088
2026/05/23 08:30:58.700, 3, 0, 10088
2026/05/23 08:31:13.957, 0, 4, 10490
2026/05/23 08:31:13.961, 1, 100, 10088
2026/05/23 08:31:13.964, 2, 0, 10088
2026/05/23 08:31:13.967, 3, 0, 10088
2026/05/23 08:31:29.243, 0, 13, 10490
2026/05/23 08:31:29.245, 1, 0, 10088
2026/05/23 08:31:29.246, 2, 0, 10088
2026/05/23 08:31:29.247, 3, 0, 10088
2026/05/23 08:31:44.346, 0, 100, 10490
2026/05/23 08:31:44.348, 1, 100, 10088
2026/05/23 08:31:44.350, 2, 100, 10088
2026/05/23 08:31:44.351, 3, 0, 10088
2026/05/23 08:31:59.433, 0, 100, 10490
2026/05/23 08:31:59.435, 1, 100, 10088
2026/05/23 08:31:59.437, 2, 7, 10088
2026/05/23 08:31:59.438, 3, 100, 10088
2026/05/23 08:32:14.569, 0, 5, 10490
2026/05/23 08:32:14.571, 1, 0, 10088
2026/05/23 08:32:14.572, 2, 0, 10088
2026/05/23 08:32:14.574, 3, 0, 10088
2026/05/23 08:32:29.677, 0, 13, 10490
2026/05/23 08:32:29.680, 1, 0, 10088
2026/05/23 08:32:29.681, 2, 0, 10088
2026/05/23 08:32:29.682, 3, 0, 10088
2026/05/23 08:32:44.801, 0, 100, 10490
2026/05/23 08:32:44.805, 1, 0, 10088
2026/05/23 08:32:44.808, 2, 100, 10088
2026/05/23 08:32:44.811, 3, 0, 10088
2026/05/23 08:32:59.907, 0, 9, 10490
2026/05/23 08:32:59.911, 1, 0, 10088
2026/05/23 08:32:59.914, 2, 0, 10088
2026/05/23 08:32:59.915, 3, 0, 10088
2026/05/23 08:33:15.005, 0, 100, 10490
2026/05/23 08:33:15.007, 1, 51, 10088
2026/05/23 08:33:15.008, 2, 100, 10088
2026/05/23 08:33:15.010, 3, 100, 10088
2026/05/23 08:33:30.149, 0, 9, 10490
2026/05/23 08:33:30.151, 1, 0, 10088
2026/05/23 08:33:30.152, 2, 0, 10088
2026/05/23 08:33:30.154, 3, 0, 10088
2026/05/23 08:33:45.238, 0, 12, 10490
2026/05/23 08:33:45.240, 1, 0, 10088
2026/05/23 08:33:45.242, 2, 0, 10088
2026/05/23 08:33:45.243, 3, 0, 10088
2026/05/23 08:34:00.329, 0, 9, 10490
2026/05/23 08:34:00.331, 1, 0, 10088
2026/05/23 08:34:00.333, 2, 0, 10088
2026/05/23 08:34:00.334, 3, 0, 10088
2026/05/23 08:34:15.541, 0, 98, 10490
2026/05/23 08:34:15.544, 1, 84, 10088
2026/05/23 08:34:15.804, 2, 100, 10088
2026/05/23 08:34:15.805, 3, 94, 10088
2026/05/23 08:34:31.121, 0, 8, 10490
2026/05/23 08:34:31.123, 1, 0, 10088
2026/05/23 08:34:31.124, 2, 0, 10088
2026/05/23 08:34:31.125, 3, 0, 10088
2026/05/23 08:34:46.222, 0, 12, 10490
2026/05/23 08:34:46.224, 1, 0, 10088
2026/05/23 08:34:46.225, 2, 0, 10088
2026/05/23 08:34:46.226, 3, 0, 10088
2026/05/23 08:35:01.312, 0, 6, 10490
2026/05/23 08:35:01.314, 1, 0, 10088
2026/05/23 08:35:01.316, 2, 0, 10088
2026/05/23 08:35:01.318, 3, 0, 10088
2026/05/23 08:35:16.406, 0, 8, 10490
2026/05/23 08:35:16.408, 1, 0, 10088
2026/05/23 08:35:16.410, 2, 0, 10088
2026/05/23 08:35:16.411, 3, 0, 10088
2026/05/23 08:35:31.692, 0, 1, 10490
2026/05/23 08:35:31.694, 1, 0, 10088
2026/05/23 08:35:31.695, 2, 0, 10088
2026/05/23 08:35:31.696, 3, 0, 10088
2026/05/23 08:35:46.767, 0, 8, 10490
2026/05/23 08:35:46.769, 1, 0, 10088
2026/05/23 08:35:46.770, 2, 0, 10088
2026/05/23 08:35:46.771, 3, 0, 10088
2026/05/23 08:36:01.870, 0, 16, 10490
2026/05/23 08:36:01.872, 1, 0, 10088
2026/05/23 08:36:01.873, 2, 0, 10088
2026/05/23 08:36:01.875, 3, 0, 10088
2026/05/23 08:36:16.976, 0, 4, 10490
2026/05/23 08:36:16.979, 1, 0, 10088
2026/05/23 08:36:16.981, 2, 0, 10088
2026/05/23 08:36:16.982, 3, 0, 10088
2026/05/23 08:36:32.065, 0, 0, 10490
2026/05/23 08:36:32.067, 1, 0, 10088
2026/05/23 08:36:32.069, 2, 0, 10088
2026/05/23 08:36:32.070, 3, 0, 10088
2026/05/23 08:36:47.262, 0, 9, 10490
2026/05/23 08:36:47.264, 1, 0, 10088
2026/05/23 08:36:47.265, 2, 0, 10088
2026/05/23 08:36:47.266, 3, 0, 10088
2026/05/23 08:37:02.349, 0, 22, 10490
2026/05/23 08:37:02.351, 1, 0, 10088
2026/05/23 08:37:02.353, 2, 100, 10088
2026/05/23 08:37:02.354, 3, 0, 10088
2026/05/23 08:37:17.473, 0, 17, 10490
2026/05/23 08:37:17.476, 1, 0, 10088
2026/05/23 08:37:17.477, 2, 0, 10088
2026/05/23 08:37:17.478, 3, 0, 10088
2026/05/23 08:37:32.701, 0, 100, 10490
2026/05/23 08:37:32.704, 1, 100, 10088
2026/05/23 08:37:32.708, 2, 100, 10088
2026/05/23 08:37:32.710, 3, 100, 10088
2026/05/23 08:37:47.913, 0, 9, 10490
2026/05/23 08:37:47.915, 1, 0, 10088
2026/05/23 08:37:47.916, 2, 0, 10088
2026/05/23 08:37:47.918, 3, 0, 10088
2026/05/23 08:38:03.001, 0, 9, 10490
2026/05/23 08:38:03.003, 1, 0, 10088
2026/05/23 08:38:03.005, 2, 0, 10088
2026/05/23 08:38:03.006, 3, 0, 10088
2026/05/23 08:38:18.106, 0, 12, 10490
2026/05/23 08:38:18.108, 1, 0, 10088
2026/05/23 08:38:18.109, 2, 0, 10088
2026/05/23 08:38:18.110, 3, 0, 10088
2026/05/23 08:38:33.289, 0, 9, 10490
2026/05/23 08:38:33.291, 1, 0, 10088
2026/05/23 08:38:33.293, 2, 0, 10088
2026/05/23 08:38:33.294, 3, 0, 10088
2026/05/23 08:38:48.549, 0, 100, 10490
