model,scope,category,n_total,pct_zero,min,max,maxabs,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]","pct_(1e+01,1e+02]"
QNLI,ALL,Attn/K/bias,9216,0.0,-0.02802869863808155,0.03315722942352295,0.03315722942352295,0.0,0.010850694444444444,0.15190972222222224,1.5625,16.569010416666664,74.57682291666666,7.12890625,0.0,0.0,0.0
QNLI,ALL,Attn/K/weight,7077888,0.0,-0.706788182258606,0.8320410847663879,0.8320410847663879,0.00015541359230324074,0.0017943205656828702,0.016502097800925927,0.17337092646846064,1.6817022252965859,16.75156487358941,78.90232227466724,2.4725878680193865,0.0,0.0
QNLI,ALL,Attn/O/bias,9216,0.0,-0.4157925248146057,1.3829900026321411,1.3829900026321411,0.0,0.0,0.0,0.1953125,1.8229166666666667,16.67751736111111,75.02170138888889,6.260850694444445,0.021701388888888888,0.0
QNLI,ALL,Attn/O/weight,7077888,0.0,-0.5418074131011963,0.586959183216095,0.586959183216095,0.00015541359230324074,0.0022040473090277775,0.023721765588831017,0.24115950972945605,2.422587076822917,23.705913402416087,73.18279125072338,0.42146753381799773,0.0,0.0
QNLI,ALL,Attn/Q/bias,9216,0.0,-1.0510581731796265,1.0760679244995117,1.0760679244995117,0.0,0.0,0.0,0.08680555555555555,0.8355034722222222,7.302517361111111,51.106770833333336,40.61414930555556,0.054253472222222224,0.0
QNLI,ALL,Attn/Q/weight,7077888,0.0,-0.720954954624176,0.6599045395851135,0.720954954624176,0.00015541359230324074,0.0015117503978587963,0.01713788067853009,0.16759236653645831,1.6736207184968173,16.580115424262154,79.02095935962818,2.5389070864076966,0.0,0.0
QNLI,ALL,Attn/V/bias,9216,0.0,-0.48123157024383545,0.6019526720046997,0.6019526720046997,0.0,0.0,0.054253472222222224,0.3038194444444445,3.3528645833333335,31.0546875,63.009982638888886,2.224392361111111,0.0,0.0
QNLI,ALL,Attn/V/weight,7077888,0.0,-0.26322564482688904,0.28198298811912537,0.28198298811912537,0.00026844165943287036,0.0019921196831597225,0.023693508572048612,0.22838733814380788,2.3203108045789933,22.440097950122976,74.47340223524306,0.5118476019965278,0.0,0.0
QNLI,ALL,Classifier/bias,2,0.0,-0.0009804890723899007,0.000980511773377657,0.000980511773377657,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
QNLI,ALL,Classifier/weight,1536,0.0,-0.0764375850558281,0.0598120242357254,0.0764375850558281,0.0,0.0,0.06510416666666666,0.1953125,2.5390625,33.3984375,63.802083333333336,0.0,0.0,0.0
QNLI,ALL,Embeddings/weight,23835648,0.0,-0.9503687620162964,0.8728917837142944,0.9503687620162964,0.00017201126648623105,0.0013676993384027151,0.014553831303432572,0.1423623976994458,1.4289395446685569,14.171865602311296,79.53204376906389,4.708695144348499,0.0,0.0
QNLI,ALL,FFN/Intermediate/bias,36864,0.0,-0.47040486335754395,0.7189115285873413,0.7189115285873413,0.0,0.0,0.0,0.013563368055555556,0.16547309027777776,1.5299479166666665,44.78081597222222,53.51019965277778,0.0,0.0
QNLI,ALL,FFN/Intermediate/weight,28311552,0.0,-1.641304612159729,1.636225700378418,1.641304612159729,0.00022958826135706018,0.0018225775824652778,0.01866375958478009,0.1857616283275463,1.857531512225116,18.384004522252965,78.21304533216689,1.338923418963397,1.766063548900463e-05,0.0
QNLI,ALL,FFN/OutputDense/bias,9216,0.0,-1.1673721075057983,0.43257758021354675,1.1673721075057983,0.0,0.0,0.010850694444444444,0.10850694444444445,1.1827256944444444,11.577690972222223,73.65451388888889,13.45486111111111,0.010850694444444444,0.0
QNLI,ALL,FFN/OutputDense/weight,28311552,0.0,-6.817474365234375,2.4981658458709717,6.817474365234375,0.00019779911747685184,0.0019744590476707177,0.02026734528718171,0.20030692771629052,2.001479819968895,19.72079806857639,76.8697526719835,1.1849191453721788,0.00030376293041087964,0.0
QNLI,ALL,LayerNorm/bias,19200,0.0,-4.203906059265137,1.2349461317062378,4.203906059265137,0.0,0.0,0.005208333333333334,0.078125,0.8177083333333333,8.760416666666666,64.83333333333333,25.359375,0.14583333333333334,0.0
QNLI,ALL,LayerNorm/weight,19200,0.0,0.08687959611415863,3.736628770828247,3.736628770828247,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333334,99.546875,0.4479166666666667,0.0
QNLI,ALL,Pooler/bias,768,0.0,-0.09473028033971786,0.10265687108039856,0.10265687108039856,0.0,0.0,0.26041666666666663,0.5208333333333333,4.557291666666666,33.984375,60.546875,0.13020833333333331,0.0,0.0
QNLI,ALL,Pooler/weight,589824,0.0,-0.3933306634426117,0.38601046800613403,0.3933306634426117,0.0005086263020833333,0.004238552517361111,0.035773383246527776,0.3916422526041667,3.790283203125,35.24627685546875,59.49334038628472,1.0379367404513888,0.0,0.0
QNLI,L0,Attn/K/bias,768,0.0,-0.01244352851063013,0.010563324205577374,0.01244352851063013,0.0,0.0,0.26041666666666663,2.34375,25.520833333333332,71.22395833333334,0.6510416666666667,0.0,0.0,0.0
QNLI,L0,Attn/K/weight,589824,0.0,-0.706788182258606,0.8320410847663879,0.8320410847663879,0.0003390842013888889,0.00152587890625,0.018141004774305556,0.1812405056423611,1.77764892578125,17.81226264105903,77.93596055772569,2.2728814019097223,0.0,0.0
QNLI,L0,Attn/O/bias,768,0.0,-0.30612924695014954,0.14980868995189667,0.30612924695014954,0.0,0.0,0.0,0.26041666666666663,1.8229166666666667,25.0,70.96354166666666,1.953125,0.0,0.0
QNLI,L0,Attn/O/weight,589824,0.0,-0.49559393525123596,0.586959183216095,0.586959183216095,0.00016954210069444444,0.0013563368055555555,0.024244520399305556,0.2714369032118055,2.740478515625,26.62472195095486,69.96256510416666,0.3750271267361111,0.0,0.0
QNLI,L0,Attn/Q/bias,768,0.0,-1.0510581731796265,0.8626460433006287,1.0510581731796265,0.0,0.0,0.0,0.0,0.390625,2.994791666666667,27.213541666666668,69.27083333333334,0.13020833333333331,0.0
QNLI,L0,Attn/Q/weight,589824,0.0,-0.5213724374771118,0.4534643590450287,0.5213724374771118,0.0,0.0016954210069444445,0.018141004774305556,0.17225477430555555,1.7701890733506944,17.284647623697914,78.41118706597221,2.341885036892361,0.0,0.0
QNLI,L0,Attn/V/bias,768,0.0,-0.1793900579214096,0.24910742044448853,0.24910742044448853,0.0,0.0,0.0,0.390625,4.6875,30.598958333333332,59.895833333333336,4.427083333333334,0.0,0.0
QNLI,L0,Attn/V/weight,589824,0.0,-0.16319946944713593,0.19316066801548004,0.19316066801548004,0.0,0.002034505208333333,0.02593994140625,0.25838216145833337,2.67791748046875,25.459459092881943,71.46470811631944,0.11155870225694445,0.0,0.0
