model,scope,category,n_total,pct_zero,n_abs_gt_1,pct_abs_gt_1,n_abs_gt_10,pct_abs_gt_10,min,max,maxabs,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]","pct_(1e+01,1e+02]"
BERT-Base-MRPC,ALL,Attn/K/bias,9216,0.0,0,0.0,0,0.0,-0.028028981760144234,0.03315763548016548,0.03315763548016548,0.0,0.021701388888888888,0.14105902777777776,1.5516493055555556,16.57986111111111,74.56597222222221,7.139756944444445,0.0,0.0,0.0
BERT-Base-MRPC,ALL,Attn/K/weight,7077888,0.0,0,0.0,0,0.0,-0.7093561887741089,0.8341120481491089,0.8341120481491089,8.477105034722222e-05,0.0018508345992476853,0.01586631492332176,0.1732013843677662,1.6844714129412617,16.747524120189524,78.90762046531394,2.469380696614583,0.0,0.0
BERT-Base-MRPC,ALL,Attn/O/bias,9216,0.0,2,0.021701388888888888,0,0.0,-0.41722372174263,1.3823730945587158,1.3823730945587158,0.0,0.0,0.03255208333333333,0.15190972222222224,1.7252604166666667,16.905381944444446,74.96744791666666,6.195746527777778,0.021701388888888888,0.0
BERT-Base-MRPC,ALL,Attn/O/weight,7077888,0.0,0,0.0,0,0.0,-0.5415909290313721,0.5874262452125549,0.5874262452125549,0.00026844165943287036,0.0023594609013310184,0.02387717918113426,0.24089106807002317,2.4252997504340277,23.714333993417245,73.17122000235098,0.42175010398582174,0.0,0.0
BERT-Base-MRPC,ALL,Attn/Q/bias,9216,0.0,5,0.054253472222222224,0,0.0,-1.0511959791183472,1.0770148038864136,1.0770148038864136,0.0,0.0,0.0,0.09765625,0.8355034722222222,7.302517361111111,51.052517361111114,40.65755208333333,0.054253472222222224,0.0
BERT-Base-MRPC,ALL,Attn/Q/weight,7077888,0.0,0,0.0,0,0.0,-0.7211975455284119,0.6607129573822021,0.7211975455284119,0.00019779911747685184,0.0015965214482060186,0.017349808304398147,0.1678325511791088,1.6802893744574652,16.575212831850404,79.02081807454428,2.536703039098669,0.0,0.0
BERT-Base-MRPC,ALL,Attn/V/bias,9216,0.0,0,0.0,0,0.0,-0.48148342967033386,0.6016015410423279,0.6016015410423279,0.0,0.010850694444444444,0.03255208333333333,0.3146701388888889,3.1792534722222223,31.217447916666668,63.020833333333336,2.224392361111111,0.0,0.0
BERT-Base-MRPC,ALL,Attn/V/weight,7077888,0.0,0,0.0,0,0.0,-0.26253652572631836,0.28092634677886963,0.28092634677886963,0.00025431315104166663,0.002797444661458333,0.02264799895109954,0.23152386700665512,2.305772569444444,22.455158940068,74.47001139322916,0.5118334734881366,0.0,0.0
BERT-Base-MRPC,ALL,Classifier/bias,2,0.0,0,0.0,0,0.0,-0.00024445660528726876,0.0002444573037791997,0.0002444573037791997,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
BERT-Base-MRPC,ALL,Classifier/weight,1536,0.0,0,0.0,0,0.0,-0.07840611785650253,0.06399869918823242,0.07840611785650253,0.0,0.0,0.0,0.1953125,3.3854166666666665,34.765625,61.653645833333336,0.0,0.0,0.0
BERT-Base-MRPC,ALL,Embeddings/weight,23835648,0.0,0,0.0,0,0.0,-0.9502993226051331,0.8728271126747131,0.9502993226051331,0.00020557444043476394,0.0014725842569918803,0.014029406710486747,0.14391888989130902,1.4289856940327361,14.176056803658119,79.53061313877433,4.704717908235597,0.0,0.0
BERT-Base-MRPC,ALL,FFN/Intermediate/bias,36864,0.0,0,0.0,0,0.0,-0.472956120967865,0.7200184464454651,0.7200184464454651,0.0,0.0,0.002712673611111111,0.029839409722222224,0.14105902777777776,1.5597873263888888,44.7021484375,53.564453125,0.0,0.0
BERT-Base-MRPC,ALL,FFN/Intermediate/weight,28311552,0.0,5,1.766063548900463e-05,0,0.0,-1.6417851448059082,1.636600375175476,1.6417851448059082,0.00020486337167245373,0.0017978526927806713,0.01842357494212963,0.1850057531286169,1.8599121658890334,18.387759173357928,78.21021963048864,1.3366593254937065,1.766063548900463e-05,0.0
BERT-Base-MRPC,ALL,FFN/OutputDense/bias,9216,0.0,1,0.010850694444444444,0,0.0,-1.168137788772583,0.4327068626880646,1.168137788772583,0.0,0.0,0.0,0.1736111111111111,1.030815972222222,11.751302083333332,73.50260416666666,13.530815972222221,0.010850694444444444,0.0
BERT-Base-MRPC,ALL,FFN/OutputDense/weight,28311552,0.0,86,0.00030376293041087964,0,0.0,-6.817002773284912,2.4971923828125,6.817002773284912,0.00020839549877025462,0.002186386673538773,0.0202143633807147,0.19962169505931712,2.004983690049913,19.72299858375832,76.86517503526476,1.1843080873842593,0.00030376293041087964,0.0
BERT-Base-MRPC,ALL,LayerNorm/bias,19200,0.0,28,0.14583333333333334,0,0.0,-4.205105304718018,1.2345279455184937,4.205105304718018,0.0,0.0,0.010416666666666668,0.06770833333333334,0.84375,8.734375,64.76041666666667,25.4375,0.14583333333333334,0.0
BERT-Base-MRPC,ALL,LayerNorm/weight,19200,0.0,86,0.4479166666666667,0,0.0,0.08898892998695374,3.73762583732605,3.73762583732605,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666668,99.54166666666666,0.4479166666666667,0.0
BERT-Base-MRPC,ALL,Pooler/bias,768,0.0,0,0.0,0,0.0,-0.09597083926200867,0.1047779768705368,0.1047779768705368,0.0,0.0,0.13020833333333331,0.5208333333333333,4.817708333333334,33.07291666666667,61.328125,0.13020833333333331,0.0,0.0
BERT-Base-MRPC,ALL,Pooler/weight,589824,0.0,0,0.0,0,0.0,-0.3940933644771576,0.3846732974052429,0.3940933644771576,0.0003390842013888889,0.003899468315972222,0.03933376736111111,0.3753662109375,3.8153754340277777,35.2874755859375,59.43773057725694,1.0404798719618056,0.0,0.0
