timestamp,gpu_idx,util_pct,mem_used_mib
2026/05/20 14:12:11.636, 0, 0, 2
2026/05/20 14:12:11.645, 1, 10, 2
2026/05/20 14:12:26.756, 0, 0, 980
2026/05/20 14:12:26.759, 1, 0, 4
2026/05/20 14:12:41.923, 0, 0, 3716
2026/05/20 14:12:41.998, 1, 0, 3732
2026/05/20 14:12:57.091, 0, 98, 3724
2026/05/20 14:12:57.095, 1, 98, 3732
2026/05/20 14:13:12.198, 0, 87, 3724
2026/05/20 14:13:12.204, 1, 0, 3732
2026/05/20 14:13:27.292, 0, 98, 3724
2026/05/20 14:13:27.297, 1, 0, 3732
2026/05/20 14:13:42.366, 0, 97, 3724
2026/05/20 14:13:42.374, 1, 56, 3732
2026/05/20 14:13:57.456, 0, 98, 3724
2026/05/20 14:13:57.460, 1, 0, 3732
2026/05/20 14:14:12.556, 0, 98, 3724
2026/05/20 14:14:12.561, 1, 98, 3732
2026/05/20 14:14:27.642, 0, 97, 3724
2026/05/20 14:14:27.649, 1, 98, 3732
2026/05/20 14:14:42.746, 0, 75, 3736
2026/05/20 14:14:42.751, 1, 98, 3732
2026/05/20 14:14:57.839, 0, 98, 3736
2026/05/20 14:14:57.845, 1, 98, 3732
2026/05/20 14:15:12.956, 0, 98, 3736
2026/05/20 14:15:12.963, 1, 0, 3732
2026/05/20 14:15:28.047, 0, 98, 3736
2026/05/20 14:15:28.053, 1, 0, 3732
2026/05/20 14:15:43.153, 0, 98, 3736
2026/05/20 14:15:43.159, 1, 96, 3732
2026/05/20 14:15:58.225, 0, 97, 3736
2026/05/20 14:15:58.231, 1, 0, 3732
2026/05/20 14:16:13.296, 0, 97, 3736
2026/05/20 14:16:13.303, 1, 0, 3732
2026/05/20 14:16:28.390, 0, 2, 3738
2026/05/20 14:16:28.397, 1, 98, 3732
2026/05/20 14:16:43.508, 0, 98, 3738
2026/05/20 14:16:43.514, 1, 98, 3732
2026/05/20 14:16:58.621, 0, 98, 3738
2026/05/20 14:16:58.627, 1, 13, 3732
2026/05/20 14:17:13.713, 0, 98, 3738
2026/05/20 14:17:13.720, 1, 0, 3732
2026/05/20 14:17:28.823, 0, 65, 3738
2026/05/20 14:17:28.829, 1, 98, 3732
2026/05/20 14:17:43.902, 0, 97, 3738
2026/05/20 14:17:43.910, 1, 98, 3732
2026/05/20 14:17:59.012, 0, 98, 3738
2026/05/20 14:17:59.016, 1, 98, 3732
2026/05/20 14:18:14.096, 0, 98, 3738
2026/05/20 14:18:14.099, 1, 0, 3732
2026/05/20 14:18:29.207, 0, 98, 3738
2026/05/20 14:18:29.214, 1, 22, 3732
2026/05/20 14:18:44.303, 0, 96, 3738
2026/05/20 14:18:44.309, 1, 0, 3732
2026/05/20 14:18:59.394, 0, 98, 3738
2026/05/20 14:18:59.402, 1, 0, 3732
2026/05/20 14:19:14.503, 0, 3, 3738
2026/05/20 14:19:14.510, 1, 45, 3732
2026/05/20 14:19:29.615, 0, 97, 3738
2026/05/20 14:19:29.621, 1, 98, 3732
2026/05/20 14:19:44.706, 0, 96, 3738
2026/05/20 14:19:44.712, 1, 98, 3732
2026/05/20 14:19:59.769, 0, 97, 3738
