episode,total_reward,terminal_reward,terminal_priority,terminal_loss_mean,terminal_loss_std,terminal_metric1_mean,terminal_metric2_mean,terminal_metric1_std,terminal_metric2_std,terminal_stab_excess_m1,terminal_stab_excess_m2,terminal_stab_excess_loss,terminal_stab_violation,valid_steps,invalid_steps,total_bits,safe_neighbor_active,safe_neighbor_mutation_count,safe_neighbor_radius
0,37.47096779351277,40.44375000000001,3,0.34039216861128807,0.003891761227032059,0.8703125,0.8703125,0.005182226234930313,0.005182226234930313,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
1,37.287842793512766,40.260625000000005,3,0.3405537597835064,0.0030279873680745814,0.86953125,0.86953125,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
2,37.678467793512766,40.651250000000005,3,0.337407772988081,0.0016755838214593686,0.8734375,0.8734375,0.007245014449606018,0.007245014449606018,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
3,37.444092793512766,40.416875000000005,3,0.3387606807053089,0.001983651142936211,0.87109375,0.87109375,0.00427908248050911,0.00427908248050911,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
4,37.13159279351276,40.104375,3,0.3411318823695183,0.0022870897041545684,0.86796875,0.86796875,0.005740991584648074,0.005740991584648074,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
5,37.678467793512766,40.651250000000005,3,0.3433000683784485,0.0021200348003181254,0.8734375,0.8734375,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
6,37.444092793512766,40.416875000000005,3,0.33944267928600313,0.001210096775567665,0.87109375,0.87109375,0.00427908248050911,0.00427908248050911,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
7,37.13159279351276,40.104375,3,0.3398450270295143,0.0014046089523140467,0.86796875,0.86796875,0.0029231698334171415,0.0029231698334171415,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
8,37.75659279351277,40.72937500000001,3,0.34117881432175634,0.0038866578802730944,0.87421875,0.87421875,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
9,37.52221779351276,40.495,3,0.33794750198721885,0.0026865524898681934,0.871875,0.871875,0.0015625,0.0015625,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
10,37.13159279351276,40.104375,3,0.3414910532534122,0.0033644897844676757,0.86796875,0.86796875,0.007574499777213015,0.007574499777213015,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
11,37.36596779351277,40.33875000000001,3,0.34211305901408195,0.0021442985672016366,0.8703125,0.8703125,0.003827327723098716,0.003827327723098716,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
12,37.678467793512766,40.651250000000005,3,0.34138482213020327,0.0033561599412724233,0.8734375,0.8734375,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
13,37.75659279351277,40.72937500000001,3,0.3384206809103489,0.002937676059663187,0.87421875,0.87421875,0.0038273277230987156,0.0038273277230987156,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
14,37.678467793512766,40.651250000000005,3,0.3416846565902233,0.0014462065267838067,0.8734375,0.8734375,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
15,37.444092793512766,40.416875000000005,3,0.3394521526992321,0.0019917317674729264,0.87109375,0.87109375,0.0034938562148434213,0.0034938562148434213,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
16,37.36596779351277,40.33875000000001,3,0.34005138128995893,0.0035080868103884166,0.8703125,0.8703125,0.0029231698334171415,0.0029231698334171415,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
17,37.678467793512766,40.651250000000005,3,0.3385369472205639,0.004271764531497691,0.8734375,0.8734375,0.006810779599282302,0.006810779599282302,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
18,37.444092793512766,40.416875000000005,3,0.34186234772205354,0.0019620558059106822,0.87109375,0.87109375,0.0034938562148434213,0.0034938562148434213,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
19,37.52221779351276,40.495,3,0.3407142646610737,0.0015854305362698155,0.871875,0.871875,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
20,37.600342793512766,40.573125000000005,3,0.3382143683731556,0.0010902115706809845,0.87265625,0.87265625,0.005846339666834283,0.005846339666834283,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
21,37.053467793512766,40.026250000000005,3,0.34098570272326467,0.002261622916407558,0.8671875,0.8671875,0.006536406457297465,0.006536406457297465,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
22,37.678467793512766,40.651250000000005,3,0.339797455817461,0.0018247791287052276,0.8734375,0.8734375,0.005846339666834283,0.005846339666834283,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
23,37.444092793512766,40.416875000000005,3,0.3406017832458019,0.003065968281062853,0.87109375,0.87109375,0.004941058844013093,0.004941058844013093,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
24,37.600342793512766,40.573125000000005,3,0.3395048275589943,0.00282775683747338,0.87265625,0.87265625,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
25,37.13159279351276,40.104375,3,0.34338236823678014,0.00424189090104288,0.86796875,0.86796875,0.007574499777213015,0.007574499777213015,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
26,37.600342793512766,40.573125000000005,3,0.3388850472867489,0.002403283795715702,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
27,37.444092793512766,40.416875000000005,3,0.34102303683757784,0.0017858857002079032,0.87109375,0.87109375,0.0034938562148434213,0.0034938562148434213,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
28,37.209717793512766,40.182500000000005,3,0.33851725310087205,0.003159747714210818,0.86875,0.86875,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
29,37.209717793512766,40.182500000000005,3,0.33864262998104094,0.0020874231444720464,0.86875,0.86875,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
30,37.13159279351276,40.104375,3,0.34030965641140937,0.0018172335879005001,0.86796875,0.86796875,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
31,37.444092793512766,40.416875000000005,3,0.3412663541734219,0.0018135210258882763,0.87109375,0.87109375,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
32,37.600342793512766,40.573125000000005,3,0.34111620038747786,0.001833423373885446,0.87265625,0.87265625,0.005298695299316615,0.005298695299316615,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
33,37.52221779351276,40.495,3,0.3384618923068047,0.0024374976125334834,0.871875,0.871875,0.0015625,0.0015625,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
34,37.36596779351277,40.33875000000001,3,0.34143818393349645,0.0036549988978166422,0.8703125,0.8703125,0.0029231698334171415,0.0029231698334171415,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
35,37.444092793512766,40.416875000000005,3,0.34059227630496025,0.0032756855285320076,0.87109375,0.87109375,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
36,37.52221779351276,40.495,3,0.3386983260512352,0.0032768058979233843,0.871875,0.871875,0.0029231698334171415,0.0029231698334171415,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
37,37.287842793512766,40.260625000000005,3,0.34026999771595,0.0017560503730244602,0.86953125,0.86953125,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
38,37.52221779351276,40.495,3,0.34048889875411986,0.004104327235586896,0.871875,0.871875,0.00625,0.00625,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
39,37.209717793512766,40.182500000000005,3,0.3387745641171932,0.0018056105413780548,0.86875,0.86875,0.006346905003621844,0.006346905003621844,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
40,37.75659279351277,40.72937500000001,3,0.33628841415047644,0.0028779723497533716,0.87421875,0.87421875,0.005740991584648074,0.005740991584648074,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
41,37.52221779351276,40.495,3,0.3410730570554733,0.0030287113151929086,0.871875,0.871875,0.0038273277230987156,0.0038273277230987156,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
42,37.36596779351277,40.33875000000001,3,0.3440421886742115,0.0014650535166702986,0.8703125,0.8703125,0.0038273277230987156,0.0038273277230987156,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
43,37.678467793512766,40.651250000000005,3,0.3410873353481293,0.0023973267633709034,0.8734375,0.8734375,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
44,37.36596779351277,40.33875000000001,3,0.3414292760193348,0.002398123937308977,0.8703125,0.8703125,0.0038273277230987156,0.0038273277230987156,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
45,37.36596779351277,40.33875000000001,3,0.3370190367102623,0.002672680015071941,0.8703125,0.8703125,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
46,37.287842793512766,40.260625000000005,3,0.3389463618397713,0.0024145742945699835,0.86953125,0.86953125,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
47,37.444092793512766,40.416875000000005,3,0.337018009275198,0.0022068618230249967,0.87109375,0.87109375,0.005524271728019903,0.005524271728019903,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
48,37.13159279351276,40.104375,3,0.3413213722407818,0.0026781922491826817,0.86796875,0.86796875,0.00625,0.00625,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
49,37.36596779351277,40.33875000000001,3,0.33976178914308547,0.0026363188742915366,0.8703125,0.8703125,0.0029231698334171415,0.0029231698334171415,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
50,37.209717793512766,40.182500000000005,3,0.34095525965094564,0.0018162690083999365,0.86875,0.86875,0.006346905003621844,0.006346905003621844,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
